"2350 Finch Avenue West ,  TORONTO ,  Ontario, Canada"
"Dynasty Towers ,  TORONTO ,  Ontario, Canada"
"Earl Haig Secondary School ,  TORONTO ,  Ontario, Canada"
"Edithvale Community Centre ,  TORONTO ,  Ontario, Canada"
"Elkhorn Public School ,  TORONTO ,  Ontario, Canada"
"Empress Plaza II ,  TORONTO ,  Ontario, Canada"
"Extendicare Bayview ,  TORONTO ,  Ontario, Canada"
"Finch Public School ,  TORONTO ,  Ontario, Canada"
"Forest Grove United Church ,  TORONTO ,  Ontario, Canada"
"Gallery Towers ,  TORONTO ,  Ontario, Canada"
"Gates of Bayview ,  TORONTO ,  Ontario, Canada"
"Gibson Long Term Care Centre ,  TORONTO ,  Ontario, Canada"
"Grande Triomphe ,  TORONTO ,  Ontario, Canada"
"Grande Triomphe 2 ,  TORONTO ,  Ontario, Canada"
"Grandview Tower ,  TORONTO ,  Ontario, Canada"
"Griffin Centre ,  TORONTO ,  Ontario, Canada"
"Harrison ,  TORONTO ,  Ontario, Canada"
"Highland Junior High School ,  TORONTO ,  Ontario, Canada"
"Hillmount Public School ,  TORONTO ,  Ontario, Canada"
"Hollywood Plaza ,  TORONTO ,  Ontario, Canada"
"Immanuel Baptist Church ,  TORONTO ,  Ontario, Canada"
"Imperial I ,  TORONTO ,  Ontario, Canada"
"Imperial II ,  TORONTO ,  Ontario, Canada"
"Kingsdale ,  TORONTO ,  Ontario, Canada"
"Lansing Retirement Residence ,  TORONTO ,  Ontario, Canada"
"Lester B. Pearson Elementary and Middle School ,  TORONTO ,  Ontario, Canada"
"Liberty Club ,  TORONTO ,  Ontario, Canada"
"Lillian Public School ,  TORONTO ,  Ontario, Canada"
"Loblaws - Bayview Village Cooking School ,  TORONTO ,  Ontario, Canada"
"Loblaws - Empress Market Cooking School ,  TORONTO ,  Ontario, Canada"
"Luxe Residences ,  TORONTO ,  Ontario, Canada"
"Majestic I ,  TORONTO ,  Ontario, Canada"
"Majestic II ,  TORONTO ,  Ontario, Canada"
"Manhattan Place ,  TORONTO ,  Ontario, Canada"
"Marquis at Northtown ,  TORONTO ,  Ontario, Canada"
"McKee Public School ,  TORONTO ,  Ontario, Canada"
"Merci le Condo ,  TORONTO ,  Ontario, Canada"
"Meridian Residences ,  TORONTO ,  Ontario, Canada"
"Mitchell Field Community Centre ,  TORONTO ,  Ontario, Canada"
"Mona Lisa ,  TORONTO ,  Ontario, Canada"
"Monaco ,  TORONTO ,  Ontario, Canada"
"Monet ,  TORONTO ,  Ontario, Canada"
"Park Palace - 28 Pemberton Avenue ,  TORONTO ,  Ontario, Canada"
"Park Palace - 8 Pemberton Avenue ,  TORONTO ,  Ontario, Canada"
"Park Willow - 55 Elllerslie Avenue ,  TORONTO ,  Ontario, Canada"
"Park Willow - 65 Ellerslie Avenue ,  TORONTO ,  Ontario, Canada"
"Parkside ,  TORONTO ,  Ontario, Canada"
"Pavilion Del Sol ,  TORONTO ,  Ontario, Canada"
"Peninsula Place ,  TORONTO ,  Ontario, Canada"
"Pied A Terre - 19 Avondale Avenue ,  TORONTO ,  Ontario, Canada"
"Pineway Public School ,  TORONTO ,  Ontario, Canada"
"Place Nouveau I ,  TORONTO ,  Ontario, Canada"
"Place Nouveau II ,  TORONTO ,  Ontario, Canada"
"Platinum 1 ,  TORONTO ,  Ontario, Canada"
"Platinum XO ,  TORONTO ,  Ontario, Canada"
"Prestige School ,  TORONTO ,  Ontario, Canada"
"Princess Place #20 Olive Avenue ,  TORONTO ,  Ontario, Canada"
"Princess Place #22 Olive Avenue ,  TORONTO ,  Ontario, Canada"
"Princess Place #28 Olive Avenue ,  TORONTO ,  Ontario, Canada"
"Radiance at Minto Gardens ,  TORONTO ,  Ontario, Canada"
"Residence of Avondale ,  TORONTO ,  Ontario, Canada"
"Residences of Madison Centre ,  TORONTO ,  Ontario, Canada"
"Rodeo Walk ,  TORONTO ,  Ontario, Canada"
"Royal Arms Condominium ,  TORONTO ,  Ontario, Canada"
"Royal Pinnacle ,  TORONTO ,  Ontario, Canada"
"Seneca Towers ,  TORONTO ,  Ontario, Canada"
"Skymark Centre at Avondale ,  TORONTO ,  Ontario, Canada"
"Skymark Place Recreation Centre ,  NORTH YORK ,  Ontario, Canada"
"Skyview ,  TORONTO ,  Ontario, Canada"
"Sommerset Way ,  TORONTO ,  Ontario, Canada"
"Sonata ,  TORONTO ,  Ontario, Canada"
"Spectrum 1 ,  TORONTO ,  Ontario, Canada"
"Spectrum 2 ,  TORONTO ,  Ontario, Canada"
"Spring @ Minto Gardens ,  TORONTO ,  Ontario, Canada"
"Spring Garden Baptist Church ,  TORONTO ,  Ontario, Canada"
"St. Antoine Daniel Catholic School ,  TORONTO ,  Ontario, Canada"
"St. Edward the Confessor Church ,  TORONTO ,  Ontario, Canada"
"St. Elizabeth of Hungary Church ,  TORONTO ,  Ontario, Canada"
"St. Gabriel Terraces ,  TORONTO ,  Ontario, Canada"
"St. Gabriel Village ,  TORONTO ,  Ontario, Canada"
"St. Gabriel's Passionist Parish ,  TORONTO ,  Ontario, Canada"
"St. Leonard's Catholic School ,  TORONTO ,  Ontario, Canada"
"Steelesview Public School ,  TORONTO ,  Ontario, Canada"
"Symphony Square ,  TORONTO ,  Ontario, Canada"
"The Arrendale ,  TORONTO ,  Ontario, Canada"
"The Boulevard ,  TORONTO ,  Ontario, Canada"
"The Chelsea ,  TORONTO ,  Ontario, Canada"
"The Chicago ,  TORONTO ,  Ontario, Canada"
"The Continental ,  TORONTO ,  Ontario, Canada"
"The Empire ,  TORONTO ,  Ontario, Canada"
"The Excellence ,  TORONTO ,  Ontario, Canada"
"The Galleria ,  TORONTO ,  Ontario, Canada"
"The Kempford Apartments ,  TORONTO ,  Ontario, Canada"
"The Mansions of Avondale ,  TORONTO ,  Ontario, Canada"
"The Paramount ,  TORONTO ,  Ontario, Canada"
"The Park Lane I ,  TORONTO ,  Ontario, Canada"
"The Park Lane II ,  TORONTO ,  Ontario, Canada"
"The Pavilion ,  TORONTO ,  Ontario, Canada"
"The Pinnacle ,  TORONTO ,  Ontario, Canada"
"The Plaza ,  TORONTO ,  Ontario, Canada"
"The Prelude ,  TORONTO ,  Ontario, Canada"
"The Pulse Condominiums ,  TORONTO ,  Ontario, Canada"
"The Rockefeller ,  TORONTO ,  Ontario, Canada"
"Triomphe ,  TORONTO ,  Ontario, Canada"
"Turnbury Court ,  TORONTO ,  Ontario, Canada"
"Tyndale University College and  Seminary ,  TORONTO ,  Ontario, Canada"
"Ultima North ,  TORONTO ,  Ontario, Canada"
"Ultima South ,  TORONTO ,  Ontario, Canada"
"Vogue Condominiums ,  TORONTO ,  Ontario, Canada"
"Wedgewood Apartments ,  TORONTO ,  Ontario, Canada"
"Wellspring Worship Centre ,  TORONTO ,  Ontario, Canada"
"Willowdale Baptist Church ,  TORONTO ,  Ontario, Canada"
"Willowdale Lawn Bowling Club ,  TORONTO ,  Ontario, Canada"
"Willowdale Manor ,  TORONTO ,  Ontario, Canada"
"Willowdale Pentecostal Church ,  TORONTO ,  Ontario, Canada"
"Willowdale Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"Yorkview Public School ,  TORONTO ,  Ontario, Canada"
"Zion Junior High School ,  TORONTO ,  Ontario, Canada"
"Amica at Whitby ,  WHITBY ,  Ontario, Canada"
"Bellwood Public School ,  WHITBY ,  Ontario, Canada"
"Blair Ridge Public School ,  BROOKLIN ,  Ontario, Canada"
"Bluewater Apartments ,  WHITBY ,  Ontario, Canada"
"Brooklin Community Centre ,  BROOKLIN ,  Ontario, Canada"
"Brooklin Village Public School ,  BROOKLIN ,  Ontario, Canada"
"C. E. Broughton Public School ,  WHITBY ,  Ontario, Canada"
"Campus Ice Centre ,  OSHAWA ,  Ontario, Canada"
"Captain Michael Vandenbos Public School ,  WHITBY ,  Ontario, Canada"
"Casa Mana Apartments ,  OSHAWA ,  Ontario, Canada"
"Centennial Albert United Church ,  OSHAWA ,  Ontario, Canada"
"Colonel J. E. Farewell Public School ,  WHITBY ,  Ontario, Canada"
"Colonial Retirement Residence ,  WHITBY ,  Ontario, Canada"
"Connoisseur Condo ,  WHITBY ,  Ontario, Canada"
"Cormack Station ,  WHITBY ,  Ontario, Canada"
"Donald A. Wilson Secondary School ,  WHITBY ,  Ontario, Canada"
"Dr. Robert Thornton Public School ,  WHITBY ,  Ontario, Canada"
"Dryden Heights ,  WHITBY ,  Ontario, Canada"
"E. A. Fairman Public School ,  WHITBY ,  Ontario, Canada"
"Extendicare Oshawa ,  OSHAWA ,  Ontario, Canada"
"Fallingbrook Public School ,  WHITBY ,  Ontario, Canada"
"Glen Dhu Public School ,  WHITBY ,  Ontario, Canada"
"Henry Street High School ,  WHITBY ,  Ontario, Canada"
"Highland Towers-100 ,  WHITBY ,  Ontario, Canada"
"Highland Towers-101 ,  WHITBY ,  Ontario, Canada"
"Highland Towers-200 ,  WHITBY ,  Ontario, Canada"
"Jack Miner Public School ,  WHITBY ,  Ontario, Canada"
"John Dryden Public School ,  WHITBY ,  Ontario, Canada"
"Lynde Creek Manor ,  WHITBY ,  Ontario, Canada"
"McKinney Centre ,  WHITBY ,  Ontario, Canada"
"Ormiston Public School ,  WHITBY ,  Ontario, Canada"
"Oshawa Airport Golf Club ,  OSHAWA ,  Ontario, Canada"
"Pringle Creek Public School ,  WHITBY ,  Ontario, Canada"
"RCAF 420 Wing, Oshawa Airport ,  OSHAWA ,  Ontario, Canada"
"Regency Place - 1 ,  WHITBY ,  Ontario, Canada"
"Regency Place - 2 ,  WHITBY ,  Ontario, Canada"
"Robert Munsch Public School ,  BROOKLIN ,  Ontario, Canada"
"Rosslyn Arms Apartments ,  OSHAWA ,  Ontario, Canada"
"Sailwinds Condo ,  WHITBY ,  Ontario, Canada"
"Salvation Army Temple ,  WHITBY ,  Ontario, Canada"
"Sir Samuel Steele Public School ,  WHITBY ,  Ontario, Canada"
"Sir William Stephenson Public School ,  WHITBY ,  Ontario, Canada"
"St. Bernard Catholic School ,  WHITBY ,  Ontario, Canada"
"St. Bridget Catholic School ,  BROOKLIN ,  Ontario, Canada"
"St. Christopher Catholic School ,  OSHAWA ,  Ontario, Canada"
"St. Leo the Great Catholic Church ,  BROOKLIN ,  Ontario, Canada"
"St. Mark's United Church ,  WHITBY ,  Ontario, Canada"
"St. Mary of the People Catholic Church ,  OSHAWA ,  Ontario, Canada"
"St. Paul Catholic School ,  WHITBY ,  Ontario, Canada"
"Stephen Saywell Public School ,  OSHAWA ,  Ontario, Canada"
"Sunnycrest Nursing Home ,  WHITBY ,  Ontario, Canada"
"Sunset Heights Public School ,  OSHAWA ,  Ontario, Canada"
"The Court at Brooklin ,  BROOKLIN ,  Ontario, Canada"
"The Oshawa Shrine Club ,  OSHAWA ,  Ontario, Canada"
"Walldorf Condominiums ,  WHITBY ,  Ontario, Canada"
"West Lynde Public School ,  WHITBY ,  Ontario, Canada"
"Westminster United Church ,  WHITBY ,  Ontario, Canada"
"Whitby Civic Centre ,  WHITBY ,  Ontario, Canada"
"Whitby Senior's Activity Centre ,  WHITBY ,  Ontario, Canada"
"Whitby Shores Public School ,  WHITBY ,  Ontario, Canada"
"Williamsburg Public School ,  WHITBY ,  Ontario, Canada"
"Winchester Public School ,  BROOKLIN ,  Ontario, Canada"
"Acton Arena and Community Centre ,  ACTON ,  Ontario, Canada"
"Ballinafad Community Centre ,  BALLINAFAD ,  Ontario, Canada"
"Bennett Health Care Centre ,  GEORGETOWN ,  Ontario, Canada"
"Bethany United Church ,  ARISS ,  Ontario, Canada"
"Brisbane Public School ,  BRISBANE ,  Ontario, Canada"
"Caressant Care - Nursing/Retirement Home ,  FERGUS ,  Ontario, Canada"
"Centre Wellington Community Sportsplex ,  FERGUS ,  Ontario, Canada"
"Eden House Care Facility ,  GUELPH ERAMOSA TWP ,  Ontario, Canada"
"Eden Mills and District Community Hall ,  EDEN MILLS ,  Ontario, Canada"
"Elora and District Community Centre ,  ELORA ,  Ontario, Canada"
"Ennotville Historical Library ,  ENNOTVILLE ,  Ontario, Canada"
"Eramosa Public School ,  GUELPH/ERAMOSA ,  Ontario, Canada"
"Erin Public School ,  ERIN ,  Ontario, Canada"
"Extendicare - Halton Hills ,  GEORGETOWN ,  Ontario, Canada"
"Gellert Community Centre ,  GEORGETOWN ,  Ontario, Canada"
"George Kennedy Public School ,  GEORGETOWN ,  Ontario, Canada"
"Grace Community Church ,  MARDEN ,  Ontario, Canada"
"Halton Hills Christian School ,  HALTON HILLS ,  Ontario, Canada"
"Heritage River Retirement Residence ,  ELORA ,  Ontario, Canada"
"Highland Manor Retirement Lodge ,  FERGUS ,  Ontario, Canada"
"Joseph Gibbons Public School ,  GEORGETOWN ,  Ontario, Canada"
"Limehouse Memorial Hall ,  LIMEHOUSE ,  Ontario, Canada"
"Maple Avenue Baptist Church ,  GEORGETOWN ,  Ontario, Canada"
"Marden Community Centre ,  MARDEN ,  Ontario, Canada"
"Mini Lakes Park Pavilion (Gate 3) ,  ABERFOYLE ,  Ontario, Canada"
"Morriston Park Nursing Home ,  MORRISTON ,  Ontario, Canada"
"Mountainview Residence ,  GEORGETOWN ,  Ontario, Canada"
"Pine Meadows Community Centre ,  BELWOOD ,  Ontario, Canada"
"Pineview Public School ,  HALTON HILLS ,  Ontario, Canada"
"Puslinch Community Centre ,  ABERFOYLE ,  Ontario, Canada"
"Robert Little Public School ,  ACTON ,  Ontario, Canada"
"Rockmosa Community Centre ,  ROCKWOOD ,  Ontario, Canada"
"Ross R. Mackay Public School ,  HILLSBURGH ,  Ontario, Canada"
"Royal Canadian Legion, Branch 197 ,  ACTON ,  Ontario, Canada"
"Royal Canadian Legion, Branch 275 ,  FERGUS ,  Ontario, Canada"
"Sacre-Coeur School ,  GEORGETOWN ,  Ontario, Canada"
"Silvercreek Towers - 1 ,  GEORGETOWN ,  Ontario, Canada"
"Silvercreek Towers - 2 ,  GEORGETOWN ,  Ontario, Canada"
"St. Alban the Martyr Anglican Church ,  GLEN WILLIAMS ,  Ontario, Canada"
"St. Andrew's United Church ,  GEORGETOWN ,  Ontario, Canada"
"St. Catherine of Alexandria Catholic School ,  GEORGETOWN ,  Ontario, Canada"
"St. Joseph's Catholic School ,  FERGUS ,  Ontario, Canada"
"The Gallery ,  GEORGETOWN ,  Ontario, Canada"
"The Sands ,  GEORGETOWN ,  Ontario, Canada"
"United Food and  Commercial Workers ,  PUSLINCH TWP ,  Ontario, Canada"
"Wellington County Museum and Archives ,  FERGUS ,  Ontario, Canada"
"Wellington Terrace Long Care Home ,  FERGUS ,  Ontario, Canada"
"ƒcole Confederation ,  WELLAND ,  Ontario, Canada"
"Adolescent's Family Secondary School ,  WELLAND ,  Ontario, Canada"
"Alexander Kuska School ,  WELLAND ,  Ontario, Canada"
"Amici's ,  THOROLD ,  Ontario, Canada"
"Brock University Lowenberger Residence ,  ST. CATHARINES ,  Ontario, Canada"
"Calvary Gospel Church ,  WELLAND ,  Ontario, Canada"
"Centennial Secondary School ,  WELLAND ,  Ontario, Canada"
"Central United Church ,  PORT COLBORNE ,  Ontario, Canada"
"Christian Life Assembly ,  PORT COLBORNE ,  Ontario, Canada"
"Club Capri ,  THOROLD ,  Ontario, Canada"
"Club Castropignano ,  PORT ROBINSON ,  Ontario, Canada"
"Club Roma ,  ST CATHARINES ,  Ontario, Canada"
"Cobblestone Garden Residence ,  THOROLD ,  Ontario, Canada"
"Community Living Port Colborne - Wainfleet ,  PORT COLBORNE ,  Ontario, Canada"
"Croatian National Home ,  WELLAND ,  Ontario, Canada"
"Crowland Central School ,  WELLAND ,  Ontario, Canada"
"D.H. Rapelje Lodge ,  WELLAND ,  Ontario, Canada"
"Extendicare ,  ST CATHARINES ,  Ontario, Canada"
"First Presbyterian Church ,  PORT COLBORNE ,  Ontario, Canada"
"Foyer Richelieu ,  WELLAND ,  Ontario, Canada"
"Gilead Manor ,  PORT COLBORNE ,  Ontario, Canada"
"Grace Community Church ,  THOROLD ,  Ontario, Canada"
"Holy Name School ,  WELLAND ,  Ontario, Canada"
"Holy Rosary Parish Hall ,  THOROLD ,  Ontario, Canada"
"Holy Trinity Hall ,  WELLAND ,  Ontario, Canada"
"John-Michael's Banquet and Conference Centre ,  THOROLD ,  Ontario, Canada"
"Knox Presbyterian Church ,  WELLAND ,  Ontario, Canada"
"Le Centre Polyvalent des Ainees Francophone ,  PORT COLBORNE ,  Ontario, Canada"
"Monsignor Clancy Elementary School ,  THOROLD ,  Ontario, Canada"
"Mother Meera Retreat Center ,  PORT COLBORNE ,  Ontario, Canada"
"Mountainview United Church ,  ST CATHARINES ,  Ontario, Canada"
"Nhs - Extended Care ,  WELLAND ,  Ontario, Canada"
"Nick Basciano Community Centre ,  THOROLD ,  Ontario, Canada"
"Northland Pointe ,  PORT COLBORNE ,  Ontario, Canada"
"Notre Dame College School ,  WELLAND ,  Ontario, Canada"
"P. C. Brethren In Christ Church ,  PORT COLBORNE ,  Ontario, Canada"
"P. C. Senior Centre ,  PORT COLBORNE ,  Ontario, Canada"
"Parkway Village Towers - 1 ,  WELLAND ,  Ontario, Canada"
"Parkway Village Towers - 2 ,  WELLAND ,  Ontario, Canada"
"Plymouth Cordage Retirement Home ,  WELLAND ,  Ontario, Canada"
"Port Colborne Baptist Church ,  PORT COLBORNE ,  Ontario, Canada"
"Port Robinson Community Centre ,  PORT ROBINSON ,  Ontario, Canada"
"Portal Village Retirement Home ,  PORT COLBORNE ,  Ontario, Canada"
"Prince Court Apartment(s) ,  WELLAND ,  Ontario, Canada"
"Richelieu Residence ,  WELLAND ,  Ontario, Canada"
"Riverside Christian Reform Church ,  WAINFLEET ,  Ontario, Canada"
"Royal Canadian Legion Branch 4 ,  WELLAND ,  Ontario, Canada"
"Seasons First Avenue ,  WELLAND ,  Ontario, Canada"
"Sherkston Community Centre ,  SHERKSTON ,  Ontario, Canada"
"St. Andrews Presbyterian Church ,  WELLAND ,  Ontario, Canada"
"St. Charles Village ,  WELLAND ,  Ontario, Canada"
"St. Davids Anglican Church ,  WELLAND ,  Ontario, Canada"
"St. Marys Catholic School ,  WELLAND ,  Ontario, Canada"
"Tremont Apartment(s) ,  ST CATHARINES ,  Ontario, Canada"
"Ukrainian Cultural Centre ,  WELLAND ,  Ontario, Canada"
"Wainfleet Arena ,  WAINFLEET ,  Ontario, Canada"
"Wainfleet Lions Hall ,  WAINFLEET ,  Ontario, Canada"
"Welland Lions Community Centre ,  WELLAND ,  Ontario, Canada"
"Wellspring Community Church ,  WELLAND ,  Ontario, Canada"
"Wesley United Church ,  WELLAND ,  Ontario, Canada"
"Wesley- Robins Retirement Village ,  WELLAND ,  Ontario, Canada"
"West Park Health Centre ,  ST CATHARINES ,  Ontario, Canada"
"West Park Secondary School ,  ST CATHARINES ,  Ontario, Canada"
"West St. Catharines Seniors Centre ,  ST. CATHARINES ,  Ontario, Canada"
"Winger Church of Christ Disciples ,  WAINFLEET ,  Ontario, Canada"
"ƒcole la Fontaine ,  KLEINBURG ,  Ontario, Canada"
"40 Friulli Court ,  VAUGHAN ,  Ontario, Canada"
"53 Woodbridge Avenue ,  VAUGHAN ,  Ontario, Canada"
"60 Friuli Court Villa Leonardo Gambin ,  VAUGHAN ,  Ontario, Canada"
"Al Palladini Community Centre ,  VAUGHAN ,  Ontario, Canada"
"Amalfi Residence ,  VAUGHAN ,  Ontario, Canada"
"Amica at Villa Da Vinci ,  VAUGHAN ,  Ontario, Canada"
"Blessed Trinity Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Blue Willow Public School ,  VAUGHAN ,  Ontario, Canada"
"Blue Willow Terraces ,  VAUGHAN ,  Ontario, Canada"
"Chancellor Community Centre ,  VAUGHAN ,  Ontario, Canada"
"Chartwell Classic Valley Vista ,  VAUGHAN ,  Ontario, Canada"
"City of Vaughan ,  VAUGHAN ,  Ontario, Canada"
"Discovery Public School ,  VAUGHAN ,  Ontario, Canada"
"Divine Mercy Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Dr. Roberta Bonder Public School ,  VAUGHAN ,  Ontario, Canada"
"Elders Mills Public School ,  VAUGHAN ,  Ontario, Canada"
"Father Bressani High School ,  VAUGHAN ,  Ontario, Canada"
"Glenn Gould Public School ,  VAUGHAN ,  Ontario, Canada"
"Herbert H. Carnegie Public School ,  VAUGHAN ,  Ontario, Canada"
"Holy Jubilee Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Immaculate Conception Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Joseph A. Gibson Public School ,  VAUGHAN ,  Ontario, Canada"
"Julliard Public School ,  VAUGHAN ,  Ontario, Canada"
"Kleinburg Public School ,  KLEINBURG ,  Ontario, Canada"
"Kristus Darzs Latvian Home ,  VAUGHAN ,  Ontario, Canada"
"Le Petit Prince ,  VAUGHAN ,  Ontario, Canada"
"Leisure World ,  VAUGHAN ,  Ontario, Canada"
"Lorna Jackson Public School ,  VAUGHAN ,  Ontario, Canada"
"Mackenzie Glen Public School ,  VAUGHAN ,  Ontario, Canada"
"Maple Community Centre ,  VAUGHAN ,  Ontario, Canada"
"Maple Creek Public School ,  VAUGHAN ,  Ontario, Canada"
"Maple Health Centre ,  MAPLE ,  Ontario, Canada"
"Maple High School ,  VAUGHAN ,  Ontario, Canada"
"Maple Manor Apartments ,  MAPLE ,  Ontario, Canada"
"Michael Cranny Public School ,  VAUGHAN ,  Ontario, Canada"
"Our Lady of Fatima Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Our Lady of Peace Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Pine Grove Lodge ,  VAUGHAN ,  Ontario, Canada"
"San Marco Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Sherwood Court Long Term Centre ,  VAUGHAN ,  Ontario, Canada"
"Solmar Bellaria Residence - 1 ,  VAUGHAN ,  Ontario, Canada"
"St. Agnes of Assisi Catholic Elementary School ,  VAUGHAN ,  Ontario, Canada"
"St. Angela Merici Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Catherine of Siena Catholic Elementary School ,  VAUGHAN ,  Ontario, Canada"
"St. Clare Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Clement Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Emily Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Gregory the Great Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. James Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Jean de Brebeuf Catholic School ,  WOODBRIDGE ,  Ontario, Canada"
"St. Joan of Arc Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Margaret Mary Catholic School ,  WOODBRIDGE ,  Ontario, Canada"
"St. Mary of the Angels ,  VAUGHAN ,  Ontario, Canada"
"St. Padre Pio Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Peter Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Peters Residence ,  VAUGHAN ,  Ontario, Canada"
"St. Raphael the Archangel Catholic School ,  VAUGHAN ,  Ontario, Canada"
"St. Stephen Catholic School ,  WOODBRIDGE ,  Ontario, Canada"
"St. Veronica Catholic School ,  VAUGHAN ,  Ontario, Canada"
"Vellore Village Community Centre ,  VAUGHAN ,  Ontario, Canada"
"Villa Colombo ,  KLEINBURG ,  Ontario, Canada"
"Villa Giardino - 1 ,  VAUGHAN ,  Ontario, Canada"
"Villa Giardino - 2 ,  VAUGHAN ,  Ontario, Canada"
